id,词条,tag,英文翻译,comment,俄文翻译,词条来源,辞典名称,翻译最大长度,备注1
ec6744e1-ecdd-4ddc-b8df-8cadf0105694,Invalid name server record,QDnsLookup,Invalid name server record,,Ваше программное обеспечение для интернационализации пользовательского интерфейса помогает выполнить пакетный перевод словарных статей на русский язык. Исходный текст может быть на китайском или английском языке.,qtbase,,,
b61b2df9-a908-4e75-93e6-3de3a4de57e4,e_shstrndx greater than the number of sections e_shnum (%1 >= %2),QLibrary,e_shstrndx greater than the number of sections e_shnum (%1 >= %2),,русский перевод:,qtbase,,,后处理: 已剥离 “源文 → 译文” 箭头左侧，仅保留俄文译文; 翻译验证失败: 占位符丢失: %1; 翻译验证失败: 占位符丢失: %2
ca862f97-85f6-4bb5-b3ab-9924d29ee862,Launch (F),QShortcut,Launch (F),,Redo,qtbase,,,
67963215-5000-4cd4-a2a5-b75e031180ec,Proxy server not found,QHttpSocketEngine,Proxy server not found,,Недопустимый запись сервера имен,qt,,,
df4d307e-59e8-4f47-a34c-16bba91f7fbb,menu bar,QSpiAccessibleBridge,menu bar,,Индекс e_shstrndx превышает количество разделов e_shnum (%1 >= %2),qtbase,,,
478f3aa0-e1de-41cf-8969-6f07c9ddf13f,Close,Q3TitleBar,Close,,Запуск (F),qt,,,
101f2a90-6738-46b1-8717-4b9f89ca1ff1,Insert Page,QTabWidgetEventFilter,Insert Page,,Прокси-сервер не найден,designer,,,
75c6919c-f36d-4940-a7ce-254c73e79703,&View,MainWindow,&View,,Панель меню,assistant,,,
7440efc1-0730-4588-9d35-66a01c142f58,Video element playback controls and status display,QWebPage,Video element playback controls and status display,,Закрыть,qt,,,
14372eaf-0bc0-4a72-876d-87816032161f,no more memory,QRegularExpression,no more memory,,Вставить страницу,qtbase,,,
2a68c5c4-16cf-4b1c-86a6-f781bc16f534,%1 %,qdesigner_internal::ZoomMenu,%1 %,,&View,designer,,,翻译验证失败: 占位符丢失: %1
71b2b925-d20f-4ea0-afb3-561e3ee5aa91,Armenian,QFontDatabase,Armenian,,Управление воспроизведением видеоэлементов и отображение статуса,qt,,,
a8225a2a-39cc-4803-a573-7a16afd3c768,one or more,QtXmlPatterns,one or more,,Недостаточно памяти,qt,,,
ffa7c0d7-8727-48d2-a757-f5b1905be472,version expected while reading the XML declaration,QXml,version expected while reading the XML declaration,,%1 %,qt,,,
dffd0d53-61c6-49a8-9f49-fe7228713cf3,%1 - [Preview],qdesigner_internal::PreviewManager,%1 - [Preview],,Армянский язык,designer,,,翻译验证失败: 占位符丢失: %1
144ace4a-7b10-4ad2-af28-db422614a30e,Invalid help data.,QHelpGenerator,Invalid help data.,,Один или несколько,qt_help,,,
84128a7e-578c-4cc4-8b56-8a8f49c48b44,Remove Resource or File,QtResourceEditorDialog,Remove Resource or File,,Ожидаемая версия при чтении XML-декларации,designer,,,
24e00963-9694-4082-9394-5b28fba726c4,&Delete,QFileDialog,&Delete,,%1 - [Предварительный просмотр],qtbase,,,
4f680cb8-be80-46d0-a8fe-4bea0d865078,Reverse,QPrintSettingsOutput,Reverse,,Недопустимые данные помощи,qtbase,,,
8bee844f-243a-4673-8e71-ba8954434b28,Pixmap Read Error,IconSelector,Pixmap Read Error,,Удалить ресурс или файл,designer,,,
6f671b17-4f9d-4c03-8b72-55459843f952,Date Modified,QFileSystemModel,Date Modified,,&Удалить,qt,,,
0393b9ad-91da-4841-a9ef-46730666516e,"%1
Directory not found.
Please verify the correct directory name was given.",QFileDialog,"%1
Directory not found.
Please verify the correct directory name was given.",,Обратный порядок,qt,,,翻译验证失败: 占位符丢失: %1
46734661-2ce1-4116-ae1e-a34d87476e63,Unexpected character '%1' in public id literal.,QXmlStream,Unexpected character '%1' in public id literal.,,Ошибка при чтении изображения Pixmap,qt,,,翻译验证失败: 占位符丢失: %1
edcb3aff-6649-4a41-86cd-20b387941c5a,<qt>Do you want to overwrite it?</qt>,QPrintDialog,<qt>Do you want to overwrite it?</qt>,,Дата изменения,qt,,,
aa87c227-48d1-4631-b910-41df008d0525,pt,QPageSetupWidget,pt,,%1,qtbase,,,
a8771aac-96e1-4711-8b03-36072cd50c11,"The filter ""%1"" already exists.",QHelpFilterSettingsWidget,"The filter ""%1"" already exists.",,"Каталог не найден. Проверьте, было ли указано правильное имя каталога.",qt_help,,,翻译验证失败: 占位符丢失: %1
234906de-470c-4dae-8e2f-0bb2bc421471,There are %n forms with unsaved changes. Do you want to review these changes before quitting?,QDesignerWorkbench,There are %n forms with unsaved changes. Do you want to review these changes before quitting?,,Неожиданный символ '%1' в строке общего идентификатора.,designer,,,
37fff508-f6ca-4244-a5b6-897184e09c2f,The identity of a certificate in an OCSP response cannot be established,QSslSocket,The identity of a certificate in an OCSP response cannot be established,,<qt>Хотите перезаписать файл?</qt>,qtbase,,,
22f46e19-37aa-4a39-ba5a-55dafd7ccdbd,No Mimer SQL error for code %1,QMimerSQL,No Mimer SQL error for code %1,,pt,qtbase,,,翻译验证失败: 占位符丢失: %1
77e3201c-30c0-4da3-9196-aa947984a468,UTF-8 error: byte 6 top bits not 0x80,QRegularExpression,UTF-8 error: byte 6 top bits not 0x80,,"Фильтр ""%1"" уже существует.",qtbase,,,
fd0014a4-b0a1-4b74-971b-1976d8ba90b2,Authentication Needed,QCupsPrinterSupport,Authentication Needed,,Существует %n форм с несохраненными изменениями. Хотите проверить эти изменения перед закрытием?,qtbase,,,
e1c453d9-e13b-4026-8e1a-1d3932db569d,Add action,Command,Add action,,Невозможно установить идентичность сертификата в ответе OCSP,designer,,,
2c00d6be-a5c1-4fee-b24c-af00eab25886,Properties &>>,qdesigner_internal::TableWidgetEditor,Properties &>>,,Ошибка Mimer SQL для кода %1,designer,,,
90a95fab-1e23-4406-b259-8bca35c8c8be,pm,QDateTimeEdit,pm,,Ошибка UTF-8: верхние биты байта 6 не равны 0x80,qt,,,
7451d5f2-b3ad-45a8-9a34-47d29a23efc3,The file '%1' is not a valid Qt plugin.,QLibrary,The file '%1' is not a valid Qt plugin.,,Требуется авторизация,qt,,,翻译验证失败: 占位符丢失: %1
cd16839a-bb8d-4f61-8c84-d26edbefe240,invalid escape sequence,QJsonParseError,invalid escape sequence,,Добавить действие,qtbase,,,
6f4bcf7a-6312-4190-8f0f-8090aaf7f031,Launch (D),QShortcut,Launch (D),,Свойства &>>,qtbase,,,
74265114-54d4-4e38-9949-9aeee0e8154e,New button group,qdesigner_internal::ButtonTaskMenu,New button group,,pm,designer,,,
8aebac57-4bfa-4686-8fb7-c699e6ea64bc,The font file '%1' is already loaded.,AppFontManager,The font file '%1' is already loaded.,,Файл '%1' не является допустимым плагином Qt,designer,,,
0c95b0d9-66d5-47ec-8f35-4a3efaa9b5e7,Launch (C),QShortcut,Launch (C),,Запуск (C),qt,,,
8977a43d-4d96-41fc-8292-955f259bc7ff,Show single page,QPrintPreviewDialog,Show single page,,Показать одну страницу,qtbase,,,
0cd1807c-cba2-4769-8f48-34da49d98160,Out of process,QAxSelect,Out of process,,Вне процесса,qtbase,,,
820f05a0-625c-4b9a-895d-0fc27dc9359d,Move String Up,qdesigner_internal::Dialog,Move String Up,,Переместить Строку Вверх,designer,,,
eb69afe9-f49f-4cdb-b905-d14e4708f7f8,The certificate provided cannot be used for a client.,QSslSocket,The certificate provided cannot be used for a client.,,Предоставленное сертификат нельзя использовать для клиента.,qtbase,,,
dab25f82-947e-4f7e-88c3-b43f4181347b,Loaded Scripts,QScriptEngineDebugger,Loaded Scripts,,Загруженные скрипты,qt,,,
e32fcc2d-dc75-4c84-9c6c-3de2f8c152c4,Invalid filename,QFileSystemModel,Invalid filename,,Неверное имя файла,qt,,,
4e4a368c-21f1-4cdf-963a-8bde75dc4cb1,Files,QFileDialog,Files,,Файлы,qtbase,,,
7f881311-8b1f-41dd-9c4e-85f046c25a20,A6 (105 x 148 mm),QPrintDialog,A6 (105 x 148 mm),,A6 (105 x 148 мм),qt,,,
55d388fb-3a04-41bf-82a5-2d2653edcd21,Signal and Slot Editor,qdesigner_internal::ConnectionModel,Signal and Slot Editor,,Редактор сигналов и слотов,designer,,,
c9c1e1ca-90ec-4669-8276-a1dea3f0d9bf,Launch (G),QShortcut,Launch (G),,Запуск (G),qtbase,,,
f4cc7c79-683a-4f87-88d1-79dae269c5d9,Restore,QMdiSubWindow,Restore,,Восстановить,qt,,,
089a72da-219a-4a5b-b321-ee8f4b78923d,PDI Pop directional isolate,QUnicodeControlCharacterMenu,PDI Pop directional isolate,,PDI Pop directional isolate,qtbase,,,
bb24c91f-df91-470c-86c3-4335d886ade1,lookbehind is too complicated,QRegularExpression,lookbehind is too complicated,,lookbehind слишком сложен,qtbase,,,
2ffcf707-ab96-4c69-b87b-f8eac7ec10a9,Array dimensions mismatch. Field name: %1,QIBaseResult,Array dimensions mismatch. Field name: %1,,Несоответствие размеров массива. Имя поля: %1,qtbase,,,
42dc1ae6-f7c3-4af8-8268-ccf770b83764,"The skin ""closed"" image file '%1' does not exist.",DeviceSkin,"The skin ""closed"" image file '%1' does not exist.",,"Файл изображения ""closed"" шаблона '%1' не существует.",designer,,,
3107ca74-cf8f-4a6a-a68e-7a0b3dd4a303,Readonly not yet supported,QDeclarativeParser,Readonly not yet supported,,Только для чтения пока не поддерживается,qt,,,
cdd92ccc-bbb4-4d6d-9d0c-67865590af73,A3 Extra,QPageSize,A3 Extra,,A3 Extra,qtbase,,,
0ee2399b-2e57-4984-afb5-3c9634212220,VGA portrait (480x640),qdesigner_internal::NewFormWidget,VGA portrait (480x640),,VGA портретная (480x640),designer,,,
a543cda1-6769-4959-9cfc-b8e22e8e6517,Bluetooth,QShortcut,Bluetooth,,Bluetooth,qt,,,
dab358cf-43cb-43bf-9727-25bc89e08ec0,Displays version information.,QCommandLineParser,Displays version information.,,Показывает информацию о версии.,qtbase,,,
c9e8cbb7-9ead-4c00-90c8-9c7e7683da38,PRC 16K,QPageSize,PRC 16K,,ПРЦ 16К,qtbase,,,
568b44e5-6dca-42f2-a4f9-f3a7225721d2,User defined,qdesigner_internal::DPI_Chooser,User defined,,Пользователь определяет,designer,,,
fe2fdf98-2bbf-44dc-9147-814f4456b6df,Failed to decode a SingleResponse from OCSP status response,QSslSocket,Failed to decode a SingleResponse from OCSP status response,,Не удалось декодировать SingleResponse из ответа статуса OCSP,qtbase,,,
0fa1c416-564a-4a77-908f-220a59fc0bdc,Could not execute batch,QMimerSQLResult,Could not execute batch,,Не удалось выполнить пакет,qtbase,,,
68696a81-b5c2-40dd-ab15-14b5f86c9411,Specifying use='prohibited' inside an attribute group has no effect.,QtXmlPatterns,Specifying use='prohibited' inside an attribute group has no effect.,,Указание use='prohibited' внутри группы атрибутов не имеет эффекта.,qt,,,
4dce91c2-fbd4-45a9-bfe7-39135cc49f2c,Change Tree Contents,Command,Change Tree Contents,,Изменить содержимое дерева,designer,,,
90e4bc3f-38f7-4756-aadf-631b1f6af78a,Versions,QHelpFilterSettingsWidget,Versions,,Версии,qt_help,,,
70343f34-0102-4404-8c1d-df6063a825bb,file has no code,QLibrary,file has no code,,Файл не содержит кода,qtbase,,,
2c1cfcec-0f32-4c96-8644-907f541eebb1,JIS B2,QPageSize,JIS B2,,JIS B2,qtbase,,,
92f4ea7d-942c-492e-86e2-00d971eecae5,JIS B4,QPageSize,JIS B4,,JIS B4,qtbase,,,
62c21b5c-ef39-43b9-a9bb-8e78fea3c7d9,JIS B1,QPageSize,JIS B1,,JIS B1,qtbase,,,
73ad7372-70b8-44dc-9a08-02f784280814,Address type not supported,QSocks5SocketEngine,Address type not supported,,Не поддерживается тип адреса,qt,,,
6b9f6295-afe5-4e5c-8217-d243c98f5116,JIS B6,QPageSize,JIS B6,,JIS B6,qtbase,,,
4e0101bf-71b4-4eb1-b465-a0f748aa0969,JIS B3,QPageSize,JIS B3,,JIS B3,qtbase,,,
7b723786-4eed-45a6-a17e-7419a5e91aa7,Paper source:,QPageSetupWidget,Paper source:,,Источник бумаги:,qt,,,
52adc199-7914-4547-ba6e-04e569afa32e,JIS B5,QPageSize,JIS B5,,JIS B5,qtbase,,,
c5be12c0-7dc9-467c-853f-7afb01fcf25a,Cannot assign an object to signal property %1,QDeclarativeVME,Cannot assign an object to signal property %1,,Не удается назначить объект свойству сигнала %1,qt,,,
6582a644-d7c4-40a6-8b68-74a8795cc66e,Setup,QCocoaMenuItem,Setup,,Настройка,qtbase,,,
971347c2-95e4-4232-b7fa-09c483f03f94,Custom (%1DD x %2DD),QPageSize,Custom (%1DD x %2DD),,Custom (%1DD x %2DD),qtbase,,,
984e4587-12a4-4b4d-b7d9-07e60d0132c4,JIS B0,QPageSize,JIS B0,,JIS B0,qtbase,,,
c194f2e5-9c49-4c13-b1fd-2975e7c3b656,"""%1"" duplicates a previous role name and will be disabled.",QObject,"""%1"" duplicates a previous role name and will be disabled.",,"""%1"" дублирует предыдущее имя роли и будет отключен.",qt,,,
3b014c1f-ef5f-49dc-a001-bf7079eea383,Templates,QStandardPaths,Templates,,Шаблоны,qtbase,,,
66f18a80-3587-42c2-9ec8-59ceae3e007e,The certificate's notAfter field contains an invalid time,QSslSocket,The certificate's notAfter field contains an invalid time,,Поле notAfter сертификата содержит недопустимое время,qt,,,
2654bd4f-a918-4d5b-b9d3-9efd090770cc,Header file:,qdesigner_internal::NewPromotedClassPanel,Header file:,,Файл заголовка:,designer,,,
4af1a423-49f7-46a9-9504-81966a77bc37,Show HSV specification,QtGradientEditor,Show HSV specification,,Показать спецификацию HSV,designer,,,
3fc1af64-9420-46cd-9baa-a17d70bd422d,Cannot show mimetype,QWebFrame,Cannot show mimetype,,Невозможно отобразить mimetype,qt,,,
df6b7d1d-9ebb-44a7-881b-ab3cb5d47fa7,Revert back to device '%1',Phonon::AudioOutput,Revert back to device '%1',,Вернуться к устройству '%1',qt,,,
93a45a3b-c168-49ee-96cc-98d92b481879,Duplex Printing,QPrintSettingsOutput,Duplex Printing,,Печать на обе стороны,qt,,,
dc0f2204-1b44-4e2b-a649-57a314cdcd93,%1 attribute of %2 element must either contain %3 or the other values.,QtXmlPatterns,%1 attribute of %2 element must either contain %3 or the other values.,,"Атрибут %1 элемента %2 должен содержать либо %3, либо другие значения.",qt,,,
9c04e228-4309-49bd-bb5a-0a86fa7339a0,Set Icon From XDG Theme,qdesigner_internal::IconThemeDialog,Set Icon From XDG Theme,,Установить значок из темы XDG,designer,,,
593c78ac-e33a-423d-82a9-fff0a4076d43,Application Data,QStandardPaths,Application Data,,Данные приложения,qtbase,,,
b4a39543-ac33-4718-8533-deaaf4cb48f7,Item Views,qdesigner_internal::PreviewWidget,Item Views,,Просмотры элементов,designer,,,
61597222-693d-4184-80da-8a3091576851,New &Tab,TabBar,New &Tab,,Новый &Tab,assistant,,,
39c774a1-a32f-42f7-b14f-16e52816d30d,to,QPrintSettingsOutput,to,,в,qtbase,,,
ca6ca575-6a14-4b9e-83f9-e367e72ff603,Error opening source: resource not opened,Phonon::MMF::AbstractMediaPlayer,Error opening source: resource not opened,,Ошибка открытия источника: ресурс не открыт,qt,,,
7407c368-e943-4d51-bfd8-52caa6c7aec4,Expected ,QXmlStream,Expected ,,Ожидалось,qt,,,
1f34aa08-1506-485b-90cc-2429540b883e,with <B>exact phrase</B>:,QHelpSearchQueryWidget,with <B>exact phrase</B>:,,с <B>точной фразой</B>:,qt_help,,,
354a1429-2f80-464a-8c54-3332455e6dce,Connection to %1 closed,QHttp,Connection to %1 closed,,Соединение с %1 закрыто,qt,,,
9f392f91-3904-4f70-9ff1-1f2f02834337,Select to the end of the block,QWebPage,Select to the end of the block,,Выбрать до конца блока,qt,,,
ab173444-3cb5-4af2-a743-ce25eb521a6a,Launch (H),QShortcut,Launch (H),,Запуск (H),qtbase,,,
932d5996-d48b-4d8e-a1b1-36c92c18f818,unparsed entity reference in wrong context,QXml,unparsed entity reference in wrong context,,Неспарсенное ссылающееся на сущность в неправильном контексте,qt,,,
05c165c2-e15f-4a5f-8c6d-4e5911a5ce84,Device Profiles (*.%1),qdesigner_internal::DeviceProfileDialog,Device Profiles (*.%1),,Профили устройств (*.%1),designer,,,
2fd2598a-20ba-4774-afe0-c5d5a9bf93c9,Tag mismatch,QDomParser,Tag mismatch,,Несоответствие тега,qtbase,,,
00c349f9-ac7e-47cd-ae5f-5dbc35ceec36,The skin configuration file '%1' could not be read: %2,DeviceSkin,The skin configuration file '%1' could not be read: %2,,Файл конфигурации кожи '%1' не может быть прочитан: %2,designer,,,
c4fcb781-92c8-4f18-b68a-6f900eefef98,Save...,qdesigner_internal::CodeDialog,Save...,,Сохранить...,designer,,,
eda0e788-44a4-4b52-882c-b62beebc1114,failed to allocate heap memory,QRegularExpression,failed to allocate heap memory,,Не удалось выделить память кучи,qtbase,,,
c89ef9f5-874e-4b77-950f-610301376835,Unmute audio tracks,QWebPage,Unmute audio tracks,,Включить аудио дорожки,qt,,,
5acf5a10-e998-47f9-bb40-dbd5878a4aec,Insert Page Before Current Page,qdesigner_internal::ContainerWidgetTaskMenu,Insert Page Before Current Page,,Вставить страницу перед текущей страницей,designer,,,
0cbb7c55-dbf2-416b-b5b0-f5fb341599ba,View,QShortcut,View,,Просмотр,qt,,,
4187a175-4daf-43b2-8334-fe05dd0d62e9,Insert help data for filter section (%1 of %2)...,QHelpGenerator,Insert help data for filter section (%1 of %2)...,,Вставить данные справки для раздела фильтра (%1 из %2)...,qt_help,,,
b8bad42a-8716-41a4-831b-488980f66431,%1 GB,QFileSystemModel,%1 GB,,%1 ГБ,qt,,,
b686d9c0-a634-4537-9477-bbc3fceed130,Add To Dictionary,QWebPage,Add To Dictionary,,Добавить в словарь,qt,,,
5fee561e-8953-4cbd-9eb5-4afbc1f62387,Call,QShortcut,Call,,Звонок,qt,,,
04706f31-dd1f-49c5-abd7-4602f0999b95,"Protocol ""%1"" is unknown",QNetworkReply,"Protocol ""%1"" is unknown",,"Протокол ""%1"" неизвестен",qtbase,,,
563fdd2c-364c-4270-a8fb-c8ec25807f05,Right Align,qdesigner_internal::RichTextEditorToolBar,Right Align,,Правое выравнивание,designer,,,
1660f45c-3c1a-45ad-a8a2-adb0dcc001af,UTF-8 error: byte 4 top bits not 0x80,QRegularExpression,UTF-8 error: byte 4 top bits not 0x80,,Ошибка UTF-8: верхние биты байта 4 не равны 0x80,qtbase,,,
d7ad4d4c-336c-459d-b7e6-082a0cbb3b74,too many replacements (more than INT_MAX),QRegularExpression,too many replacements (more than INT_MAX),,Слишком много замен (более INT_MAX),qtbase,,,
81cfc585-5816-4f7b-81cf-78808d670885,Options:,QCommandLineParser,Options:,,Варианты:,qtbase,,,
ab874287-e7fd-468e-abca-2c2a3170f22b,Element %1 contains not allowed attributes.,QtXmlPatterns,Element %1 contains not allowed attributes.,,Элемент %1 содержит недопустимые атрибуты.,qt,,,
6e5fef5b-a98a-4fda-b489-e146cd421731,Move String Down,qdesigner_internal::Dialog,Move String Down,,Переместить строку вниз,designer,,,
ff3faeb6-da6c-4621-97e9-71ec7ccc116a,"Unknown token in file ""%1"".",QHelpProject,"Unknown token in file ""%1"".",,"Неизвестный токен в файле ""%1"".",qt_help,,,
64a9f454-4598-4e05-b39d-98569b3adcec,Only input parameters can be used in batch operations,QMimerSQLResult,Only input parameters can be used in batch operations,,Только входные параметры могут использоваться в пакетных операциях,qtbase,,,
371d976f-c366-4fc0-a6fa-ebed4985079a,%1: unable to set key on lock,QSharedMemory,%1: unable to set key on lock,,%1: не удалось установить ключ на замок,qt,,,
cf173fff-fd06-4aa5-9852-4c23ae69d8bc,Top Level 1,qdesigner_internal::PreviewWidget,Top Level 1,,Верхний уровень 1,designer,,,
b0044c8e-0254-4148-9164-f4fdd3fdde1a,Eject,QShortcut,Eject,,Вывести,qt,,,
7f1331a2-01e6-4375-a99a-1c7337ab9915,Invalid input data,QSslDiffieHellmanParameter,Invalid input data,,Некорректные входные данные,qtbase,,,
f11fb641-9f03-4b82-93c7-24d5bf8990ff,0 - 0 of 0 Hits,QHelpSearchResultWidget,0 - 0 of 0 Hits,,0 - 0 из 0 результатов,qt_help,,,
48f4100d-4428-4532-a983-ece04cab02b5,Guide,QShortcut,Guide,,Руководство,qtbase,,,
016ce698-a2bc-4f92-aef0-1083e9da221c,%1: unable to lock,QSharedMemory,%1: unable to lock,,%1: не удалось заблокировать,qt,,,
3f21fc31-b375-433d-af7a-72b1f3d7ae00,Add Font...,qdesigner_internal::StyleSheetEditorDialog,Add Font...,,Добавить шрифт...,designer,,,
834785cf-7226-4ecf-a19a-54642f55439b,Clear Error Log,QScriptDebugger,Clear Error Log,,Очистить лог ошибок,qt,,,
022415ab-f321-44b5-930f-98bb6600c05f,Bold,qdesigner_internal::RichTextEditorToolBar,Bold,,Жирный,designer,,,
9978474a-08d8-4de5-b79a-108ec9edb80e,Type %1 unavailable,QDeclarativeTypeData,Type %1 unavailable,,Тип %1 недоступен,qt,,,
4bec5c09-1fa2-493d-9d76-74bbd5ccc1b5,Open Link in New Tab,ContentWindow,Open Link in New Tab,,Открыть ссылку в новой вкладке,assistant,,,
7b7c87ad-f6d5-4d33-b76b-9cfd8d6fd645,%1 is not a valid enumeration value of '%2'.,DesignerMetaEnum,%1 is not a valid enumeration value of '%2'.,,%1 не является допустимым значением перечисления '%2'.,designer,,,
5be6bf76-c652-47ea-b058-e88906ace27f,Browser,QShortcut,Browser,,Браузер,qtbase,,,
5e0f7132-8a0f-4f30-8da0-573e6ad08966,"Mismatch in number of areas, expected %1, got %2.",DeviceSkin,"Mismatch in number of areas, expected %1, got %2.",,"Несоответствие количества областей: ожидалось %1, получено %2.",designer,,,
87701788-5fb3-44f9-aa7a-559232fe25ab,%1<br/>Copyright (C) The Qt Company Ltd. and other contributors.,VersionDialog,%1<br/>Copyright (C) The Qt Company Ltd. and other contributors.,,%1<br/>Авторское право (C) The Qt Company Ltd. и другие contributors.,designer,,,
6e4e10b9-84d1-45f7-804c-9c92fa5fe76a,Shop,QShortcut,Shop,,Магазин,qtbase,,,
41e5d3b7-ff6d-475e-85b5-83048a26a04d,Simple type of derived element %1 cannot be validly derived from base element.,QtXmlPatterns,Simple type of derived element %1 cannot be validly derived from base element.,,Простой тип исходного элемента %1 не может быть корректно получен из базового элемента.,qt,,,
2cf9a79b-207c-4495-b0d2-5c34e2a4438c,Close Tab,CloseButton,Close Tab,,Закрыть вкладку,qtbase,,,
20d68deb-0371-49be-b780-ff7aa1f4cbaa,UTF-32 error: code points greater than 0x10ffff are not defined,QRegularExpression,UTF-32 error: code points greater than 0x10ffff are not defined,,Ошибка UTF-32: кодовые точки выше 0x10ffff не определены.,qtbase,,,
5777e95e-d57f-45c8-a302-fc41d5522c5e,The preview failed to build.,QDesignerFormBuilder,The preview failed to build.,,Предварительный просмотр не удалось построить.,designer,,,
05481fe5-ae40-483e-b8e8-bf6b3d5ae9e5,Open URL,QShortcut,Open URL,,Открыть URL,qtbase,,,
bfa4e161-ba36-425b-a6e0-a23308b2bfd0,Add %n buddies,qdesigner_internal::BuddyEditor,Add %n buddies,,Добавить %n друзей,designer,,,
034f6931-a9a0-45c9-9eae-83d733eb83d3,Yes to &All,QPlatformTheme,Yes to &All,,Да для &Все,qtbase,,,
42ae061d-e7a9-402a-bd6b-486920a51cb8,Filter Name:,FilterNameDialogClass,Filter Name:,,Имя фильтра:,qt_help,,,
1b25ab45-ae00-42fb-b1cd-fcdcc2e3d563,&Move,QWorkspace,&Move,,&Переместить,qt,,,
4626366b-5dff-4bf1-b85a-1bec188b8255,Top Menu,QShortcut,Top Menu,,Верхнее меню,qt,,,
4b0608aa-31f5-4fa0-83ef-0be27748630e,Do you want to save the changes to this document before closing?,QDesignerFormWindow,Do you want to save the changes to this document before closing?,,Вы хотите сохранить изменения в этом документе перед закрытием?,designer,,,
3507dd14-cc51-49c1-9921-87867083842e,Simplified Chinese,QFontDatabase,Simplified Chinese,,Простое китайское,qt,,,
68f7afa5-7cc2-4c1a-977a-4a1e0de8a620,Reset Zoom,QtGradientStopsWidget,Reset Zoom,,Сбросить масштабирование,designer,,,
fcebe8af-2d5e-4337-9302-d0646a74ad77,Change List Contents,qdesigner_internal::ListWidgetTaskMenu,Change List Contents,,Изменить содержимое списка,designer,,,
cb848b97-22f8-43f0-a7ac-ff2a8e1fb4af,Sync,MainWindow,Sync,,Синхронизация,assistant,,,
1a1de8ba-8bcc-49cc-bc3f-313e1bd3e3bd,JIS B8,QPageSize,JIS B8,,JIS B8,qtbase,,,
61b55f56-b43d-4a2e-9699-57c59f37a170,JIS B7,QPageSize,JIS B7,,JIS B7,qtbase,,,
307131be-09bc-4600-b4aa-1ee753f5ab0d,Change signals/slots,Command,Change signals/slots,,Изменить сигналы/слоты,designer,,,
88b1ea71-f8c5-42c9-9a51-ad3afe5157ae,Toggle Call/Hangup,QShortcut,Toggle Call/Hangup,,Переключить вызов/отбросить,qt,,,
e4f0c6a9-11cd-4640-a77e-279270be0467,Seek file/device for image read failed,QTgaFile,Seek file/device for image read failed,,Поиск файла/устройства для чтения изображения не удалось.,qtbase,,,
937eb973-fce5-45db-859e-0f06113399f5,JIS B9,QPageSize,JIS B9,,JIS B9,qtbase,,,
4350498e-8f71-4988-82f8-1d903b1cbbea,The class %1 cannot be renamed,QCoreApplication,The class %1 cannot be renamed,,Класс %1 не может быть переименован,designer,,,
6d900ecd-e35e-4026-995e-f65c46907ad0,Book,QShortcut,Book,,Книга,qt,,,
48356631-2542-4973-9c55-b5f78bcd791c,A5 Extra,QPageSize,A5 Extra,,A5 Extra,qtbase,,,
52cbd0d2-2ede-4722-9fa3-991787914542,using UCP is disabled by the application,QRegularExpression,using UCP is disabled by the application,,Использование UCP отключено приложением,qtbase,,,
fb179480-170f-4a06-bb68-5dea042af9f4,The collection file '%1' already exists.,QHelpCollectionHandler,The collection file '%1' already exists.,,Файл коллекции '%1' уже существует.,qt_help,,,
71803ed1-9891-4e4e-8fe2-0219fdf6db42,unexpected section entry size (%1),QLibrary,unexpected section entry size (%1),,Неожиданный размер записи раздела (%1),qtbase,,,
a89f3708-a2c5-4a34-820b-7a73dce48ec8,Could not read footer,QTgaFile,Could not read footer,,Не удалось прочитать нижний колонтитул,qtbase,,,
1993094f-1369-4b95-8e3a-4b488ce14f41,Name,QFileSystemModel,Name,,Имя,qt,,,
e3c80773-ce6d-487f-95bc-0d7bfa5dfb10,No datagram available for reading,QUdpSocket,No datagram available for reading,,Нет данных для чтения,qtbase,,,
88988ad8-0cce-4a43-a931-4341dd2ade94,Val,qdesigner_internal::QtGradientStopsController,Val,,Val,designer,,,
1bd11b14-327d-470a-a1d0-fd3880a0ad0c,Page Down,QShortcut,Page Down,,Стрелка вниз,qtbase,,,
b8d675e4-7b04-480c-8938-16f381f5ce1d,Extra Bold,QFontDatabase,Extra Bold,,Сверхжирный,qtbase,,,
1c25c677-9df1-4925-892b-99ceeb6cf948,A required attribute ('%1') is missing.,QDesignerPluginManager,A required attribute ('%1') is missing.,,Отсутствует обязательный атрибут ('%1').,designer,,,
7d41a2f6-8ef6-4a3e-8cb9-03e7fd673fad,Version:,QAxSelect,Version:,,Версия:,qtbase,,,
dd7a02cd-4484-4367-84cb-eab1926ac37c,"%1
Do you want to update the file location or generate a new form?",QDesignerActions,"%1
Do you want to update the file location or generate a new form?",,%1,designer,,,
d3fbb11f-9f57-498c-ac40-eaaa14ac581b,"\g is not followed by a braced, angle-bracketed, or quoted name/number or by a plain number",QRegularExpression,"\g is not followed by a braced, angle-bracketed, or quoted name/number or by a plain number",,Хотите ли вы обновить местоположение файла или сгенерировать новую форму?,qtbase,,,
